"zone","state","lga","sector","ea","hhid","item_cd","item_seq","s5q2","s5q3","s5q4","tracked_obs"
1,7,718,2,1640,70127,317,1,1,15,9000,0
1,7,718,2,1640,70127,320,1,1,7,5000,0
1,7,718,2,1640,70127,322,1,1,5,2400,0
1,7,718,2,1640,70127,332,1,1,3,2000,0
1,7,718,2,1640,70128,303,1,1,5,2000,0
1,7,718,2,1640,70128,304,1,1,5,12000,0
1,7,718,2,1640,70128,305,1,1,5,10000,0
1,7,718,2,1640,70128,322,1,1,4,1000,0
1,7,718,2,1640,70128,332,1,1,1,2000,0
1,7,718,2,1640,70128,334,1,1,4,1500,0
1,7,718,2,1640,70129,302,1,2,5,3000,0
1,7,718,2,1640,70129,303,1,2,2,200,0
1,7,718,2,1640,70129,304,1,1,5,3000,0
1,7,718,2,1640,70129,305,1,2,10,3000,0
1,7,718,2,1640,70129,307,1,2,3,12000,0
1,7,718,2,1640,70129,317,1,1,10,4000,0
1,7,718,2,1640,70129,334,1,1,3,1000,0
1,7,718,2,1640,70130,304,1,1,2,10000,0
1,7,718,2,1640,70130,304,2,1,12,2000,0
1,7,718,2,1640,70130,332,1,1,0,2500,0
1,7,715,2,780,70131,304,1,1,6,8000,0
1,7,715,2,780,70131,305,1,1,6,11000,0
1,7,715,2,780,70131,334,1,1,4,1000,0
1,7,715,2,780,70132,304,1,1,24,1500,0
1,7,715,2,780,70132,305,1,1,24,1000,0
1,7,715,2,780,70133,303,1,1,15,2000,0
1,7,715,2,780,70133,304,1,2,13,1500,0
1,7,715,2,780,70133,304,2,1,20,6000,0
1,7,715,2,780,70133,305,1,2,13,14000,0
1,7,715,2,780,70133,305,2,1,20,8000,0
1,7,715,2,780,70133,306,1,1,1,300,0
1,7,715,2,780,70133,311,1,1,4,800,0
1,7,715,2,780,70133,318,1,1,3,40000,0
1,7,715,2,780,70133,320,1,3,3,7000,0
1,7,715,2,780,70133,322,1,1,5,1600,0
1,7,715,2,780,70133,327,1,3,3,8000,0
1,7,715,2,780,70133,329,1,3,3,2500,0
1,7,715,2,780,70133,332,1,3,2,2600,0
1,7,715,2,780,70133,334,1,1,2,1200,0
1,7,715,2,780,70134,304,1,1,7,10000,0
1,7,715,2,780,70134,304,2,4,4,8000,0
1,7,715,2,780,70134,304,3,2,5,8000,0
1,7,715,2,780,70134,305,1,2,5,6000,0
1,7,715,2,780,70134,305,2,1,7,6000,0
1,7,715,2,780,70134,305,3,4,4,6000,0
1,7,715,2,780,70134,318,1,1,7,4000,0
1,7,715,2,780,70134,323,1,1,3,2000,0
1,7,715,2,780,70134,332,1,3,1,2000,0
1,7,715,2,780,70134,332,2,1,1,1400,0
1,7,715,2,780,70134,332,3,2,1,2000,0
1,7,715,2,780,70134,332,4,4,1,2500,0
1,7,715,2,780,70134,334,1,1,5,1000,0
1,7,715,2,780,70135,304,1,1,8,5000,0
1,7,715,2,780,70135,304,2,1,6,10000,0
1,7,715,2,780,70135,305,1,1,8,3500,0
1,7,715,2,780,70135,305,2,1,6,7000,0
1,7,715,2,780,70136,302,1,1,5,1500,0
1,7,715,2,780,70136,304,1,1,7,6000,0
1,7,715,2,780,70136,305,1,1,7,4000,0
1,7,715,2,780,70136,322,1,1,8,3000,0
1,7,715,2,780,70137,302,1,1,9,2000,0
1,7,715,2,780,70137,303,1,1,9,1000,0
1,7,715,2,780,70137,304,1,1,11,8000,0
1,7,715,2,780,70137,305,1,1,11,3500,0
1,7,715,2,780,70137,306,1,2,2,600,0
1,7,715,2,780,70137,311,1,2,4,500,0
1,7,715,2,780,70137,312,1,1,5,15000,0
1,7,715,2,780,70137,318,1,1,8,25000,0
1,7,715,2,780,70137,319,1,1,3,350000,0
1,7,715,2,780,70137,320,1,1,6,10000,0
1,7,715,2,780,70137,321,1,1,4,3000,0
1,7,715,2,780,70137,322,1,1,2,900,0
1,7,715,2,780,70137,323,1,1,7,4000,0
1,7,715,2,780,70137,326,1,1,5,1000,0
1,7,715,2,780,70137,327,1,1,6,15000,0
1,7,715,2,780,70137,329,1,1,6,5000,0
1,7,715,2,780,70137,332,1,1,8,5000,0
1,7,715,2,780,70137,332,2,2,4,2500,0
1,7,715,2,780,70137,334,1,1,3,1900,0
1,7,715,2,780,70138,303,1,1,15,1700,0
1,7,715,2,780,70138,304,1,1,8,6500,0
1,7,715,2,780,70138,305,1,1,8,9000,0
1,7,715,2,780,70138,306,1,1,3,200,0
1,7,715,2,780,70138,322,1,1,5,1500,0
1,7,715,2,780,70138,334,1,1,2,1300,0
1,7,715,2,780,70139,304,1,1,23,15000,0
1,7,715,2,780,70139,304,2,1,8,20000,0
1,7,715,2,780,70139,305,1,1,8,15000,0
1,7,715,2,780,70139,305,2,1,3,11000,0
1,7,715,2,780,70139,318,1,1,7,9000,0
1,7,715,2,780,70139,320,1,1,1,10000,0
1,7,715,2,780,70139,322,1,1,10,5000,0
1,7,715,2,780,70139,332,1,1,3,2000,0
1,7,715,2,780,70140,302,1,1,5,4000,0
1,7,715,2,780,70140,303,1,1,5,3000,0
1,7,715,2,780,70140,304,1,1,8,6000,0
1,7,715,2,780,70140,304,2,1,3,15000,0
1,7,715,2,780,70140,305,1,1,5,5000,0
1,7,715,2,780,70140,305,2,1,5,9000,0
1,7,715,2,780,70140,306,1,1,7,700,0
1,7,715,2,780,70140,318,1,1,5,60000,0
1,7,715,2,780,70140,323,1,1,3,2000,0
1,7,715,2,780,70140,332,1,2,1,5000,0
1,7,715,2,780,70140,332,2,1,4,2500,0
1,7,715,2,294,70141,302,1,1,15,3000,0
1,7,715,2,294,70141,303,1,1,15,1200,0
1,7,715,2,294,70141,304,1,6,11,11500,0
1,7,715,2,294,70141,304,2,2,11,13000,0
1,7,715,2,294,70141,304,3,1,13,10000,0
1,7,715,2,294,70141,304,4,6,3,10000,0
1,7,715,2,294,70141,304,5,1,9,8000,0
1,7,715,2,294,70141,304,6,3,17,13000,0
1,7,715,2,294,70141,305,1,6,3,9000,0
1,7,715,2,294,70141,305,2,3,17,15000,0
1,7,715,2,294,70141,305,3,1,13,13000,0
1,7,715,2,294,70141,305,4,2,11,14000,0
1,7,715,2,294,70141,305,5,1,9,8000,0
1,7,715,2,294,70141,305,6,6,11,15000,0
1,7,715,2,294,70141,306,1,6,17,700,0
1,7,715,2,294,70141,306,2,1,2,300,0
1,7,715,2,294,70141,307,1,6,17,6000,0
1,7,715,2,294,70141,311,1,4,3,800,0
1,7,715,2,294,70141,317,1,1,14,5000,0
1,7,715,2,294,70141,318,1,1,16,37000,0
1,7,715,2,294,70141,319,1,4,0,350000,0
1,7,715,2,294,70141,320,1,1,1,11000,0
1,7,715,2,294,70141,321,1,4,4,2500,0
1,7,715,2,294,70141,322,1,4,0,2000,0
1,7,715,2,294,70141,326,1,4,0,1000,0
1,7,715,2,294,70141,327,1,1,13,7000,0
1,7,715,2,294,70141,327,2,4,0,12500,0
1,7,715,2,294,70141,329,1,4,0,3500,0
1,7,715,2,294,70141,329,2,1,5,2000,0
1,7,715,2,294,70141,332,1,5,0,3000,0
1,7,715,2,294,70141,332,2,6,0,2500,0
1,7,715,2,294,70141,332,3,4,3,2000,0
1,7,715,2,294,70142,302,1,1,15,2000,0
1,7,715,2,294,70142,303,1,1,15,500,0
1,7,715,2,294,70142,304,1,3,6,4000,0
1,7,715,2,294,70142,304,2,7,10,12000,0
1,7,715,2,294,70142,304,3,1,15,6000,0
1,7,715,2,294,70142,304,4,2,8,4000,0
1,7,715,2,294,70142,305,1,1,15,8000,0
1,7,715,2,294,70142,305,2,3,6,10000,0
1,7,715,2,294,70142,305,3,7,10,7000,0
1,7,715,2,294,70142,305,4,2,8,8000,0
1,7,715,2,294,70142,307,1,7,3,8000,0
1,7,715,2,294,70142,318,1,3,6,30000,0
1,7,715,2,294,70142,332,1,1,1,2500,0
1,7,715,2,294,70142,332,2,7,1,2000,0
1,7,715,2,294,70142,334,1,1,4,800,0
1,7,715,2,294,70143,304,1,1,10,16000,0
1,7,715,2,294,70143,305,1,1,10,10000,0
1,7,715,2,294,70143,327,1,2,7,12000,0
1,7,715,2,294,70143,329,1,2,3,2000,0
1,7,715,2,294,70144,304,1,1,12,2000,0
1,7,715,2,294,70144,305,1,1,25,1200,0
1,7,715,2,294,70144,334,1,1,3,1000,0
1,7,715,2,294,70145,302,1,1,3,10000,0
1,7,715,2,294,70145,303,1,1,3,1000,0
1,7,715,2,294,70145,304,1,1,6,7000,0
1,7,715,2,294,70145,305,1,1,6,8000,0
1,7,715,2,294,70145,311,1,1,1,700,0
1,7,715,2,294,70145,321,1,1,0,2000,0
1,7,715,2,294,70145,322,1,1,1,2400,0
1,7,715,2,294,70145,326,1,1,4,1200,0
1,7,715,2,294,70145,327,1,1,3,4000,0
1,7,715,2,294,70145,329,1,1,3,1800,0
1,7,715,2,294,70145,332,1,1,0,2000,0
1,7,715,2,294,70146,302,1,1,3,4500,0
1,7,715,2,294,70146,303,1,1,5,1000,0
1,7,715,2,294,70146,304,1,1,10,14000,0
1,7,715,2,294,70146,305,1,1,10,18000,0
1,7,715,2,294,70146,311,1,1,13,700,0
1,7,715,2,294,70146,321,1,1,9,2000,0
1,7,715,2,294,70146,322,1,1,6,1500,0
1,7,715,2,294,70146,326,1,1,4,800,0
1,7,715,2,294,70146,327,1,1,13,7000,0
1,7,715,2,294,70146,329,1,1,13,2500,0
1,7,715,2,294,70146,332,1,1,3,2000,0
1,7,715,2,294,70147,302,1,1,2,7500,0
1,7,715,2,294,70147,303,1,1,3,2000,0
1,7,715,2,294,70147,304,1,1,8,10000,0
1,7,715,2,294,70147,305,1,1,7,1300,0
1,7,715,2,294,70147,306,1,1,0,600,0
1,7,715,2,294,70147,311,1,1,2,1000,0
1,7,715,2,294,70147,311,2,1,6,700,0
1,7,715,2,294,70147,312,1,1,0,40000,0
1,7,715,2,294,70147,320,1,1,1,10000,0
1,7,715,2,294,70147,321,1,1,3,2600,0
1,7,715,2,294,70147,322,1,1,3,1200,0
1,7,715,2,294,70147,326,1,1,4,900,0
1,7,715,2,294,70147,327,1,1,6,8000,0
1,7,715,2,294,70147,329,1,1,1,2500,0
1,7,715,2,294,70147,332,1,1,0,3500,0
1,7,715,2,294,70148,304,1,1,15,4000,0
1,7,715,2,294,70148,305,1,1,15,2000,0
1,7,715,2,294,70149,304,1,1,18,6000,0
1,7,715,2,294,70149,304,2,2,10,4000,0
1,7,715,2,294,70149,311,1,2,4,800,0
1,7,715,2,294,70149,321,1,1,7,2500,0
1,7,715,2,294,70149,322,1,1,12,1500,0
1,7,715,2,294,70149,323,1,1,10,2000,0
1,7,715,2,294,70149,326,1,1,3,1000,0
1,7,715,2,294,70149,327,1,1,1,16000,0
1,7,715,2,294,70149,329,1,1,1,8000,0
1,7,715,2,294,70149,332,1,1,4,2000,0
1,7,715,2,294,70149,332,2,6,1,1500,0
1,7,715,2,294,70149,332,3,3,3,2000,0
1,7,715,2,294,70150,304,1,2,12,7000,0
1,7,715,2,294,70150,305,1,2,12,7000,0
1,7,715,2,294,70150,318,1,3,1,20000,0
1,7,715,2,294,70150,321,1,3,13,1500,0
1,7,715,2,294,70150,322,1,3,10,1000,0
1,7,715,2,294,70150,327,1,3,1,14000,0
1,7,715,2,294,70150,329,1,3,1,3500,0
1,7,713,2,304,70151,303,1,1,15,1000,0
1,7,713,2,304,70151,304,1,1,10,6000,0
1,7,713,2,304,70151,305,1,1,10,4000,0
1,7,713,2,304,70151,306,1,1,6,400,0
1,7,713,2,304,70151,318,1,1,8,40000,0
1,7,713,2,304,70151,320,1,1,4,10000,0
1,7,713,2,304,70151,321,1,1,3,3000,0
1,7,713,2,304,70151,323,1,1,3,5500,0
1,7,713,2,304,70151,326,1,1,4,1000,0
1,7,713,2,304,70151,327,1,1,5,15000,0
1,7,713,2,304,70151,329,1,1,5,6000,0
1,7,713,2,304,70151,332,1,1,2,3000,0
1,7,713,2,304,70151,334,1,1,4,900,0
1,7,713,2,304,70152,304,1,1,12,12000,0
1,7,713,2,304,70152,305,1,1,12,5000,0
1,7,713,2,304,70152,318,1,1,3,15000,0
1,7,713,2,304,70152,320,1,1,0,6000,0
1,7,713,2,304,70152,327,1,1,0,10000,0
1,7,713,2,304,70152,329,1,1,0,3000,0
1,7,713,2,304,70152,334,1,1,0,600,0
1,7,713,2,304,70153,302,1,1,0,15000,0
1,7,713,2,304,70153,303,1,1,0,5000,0
1,7,713,2,304,70153,304,1,1,12,12000,0
1,7,713,2,304,70153,305,1,1,12,6000,0
1,7,713,2,304,70153,322,1,1,5,1000,0
1,7,713,2,304,70153,327,1,1,5,10000,0
1,7,713,2,304,70153,329,1,1,5,3500,0
1,7,713,2,304,70153,332,1,2,4,2000,0
1,7,713,2,304,70153,332,2,1,6,4000,0
1,7,713,2,304,70154,304,1,1,4,10000,0
1,7,713,2,304,70154,304,2,1,6,3000,0
1,7,713,2,304,70154,305,1,1,6,2000,0
1,7,713,2,304,70154,307,1,1,3,500,0
1,7,713,2,304,70155,303,1,1,5,1500,0
1,7,713,2,304,70155,304,1,1,7,4000,0
1,7,713,2,304,70155,304,2,1,5,10000,0
1,7,713,2,304,70155,306,1,1,2,300,0
1,7,713,2,304,70155,311,1,1,4,1000,0
1,7,713,2,304,70155,320,1,1,3,8000,0
1,7,713,2,304,70155,323,1,1,5,3500,0
1,7,713,2,304,70155,327,1,1,1,13000,0
1,7,713,2,304,70155,329,1,1,1,4500,0
1,7,713,2,304,70155,332,1,2,1,3000,0
1,7,713,2,304,70155,332,2,1,2,4000,0
1,7,713,2,304,70155,334,1,1,3,1200,0
1,7,713,2,304,70156,304,1,1,20,6000,0
1,7,713,2,304,70156,305,1,1,20,4000,0
1,7,713,2,304,70156,306,1,1,4,800,0
1,7,713,2,304,70156,332,1,3,2,3000,0
1,7,713,2,304,70157,302,1,1,9,4000,0
1,7,713,2,304,70157,304,1,2,6,6000,0
1,7,713,2,304,70157,304,2,1,18,9000,0
1,7,713,2,304,70157,305,1,2,6,10000,0
1,7,713,2,304,70157,305,2,1,18,7500,0
1,7,713,2,304,70157,306,1,2,2,300,0
1,7,713,2,304,70157,306,2,2,4,900,0
1,7,713,2,304,70157,318,1,1,6,30000,0
1,7,713,2,304,70157,320,1,1,5,6000,0
1,7,713,2,304,70157,322,1,1,7,2000,0
1,7,713,2,304,70157,327,1,1,4,8000,0
1,7,713,2,304,70157,329,1,1,4,3000,0
1,7,713,2,304,70157,332,1,1,3,2500,0
1,7,713,2,304,70157,332,2,4,2,3000,0
1,7,713,2,304,70157,332,3,5,1,3000,0
1,7,713,2,304,70157,334,1,1,4,1200,0
1,7,713,2,304,70158,302,1,1,6,4500,0
1,7,713,2,304,70158,303,1,1,6,1000,0
1,7,713,2,304,70158,304,1,1,19,5000,0
1,7,713,2,304,70158,304,2,2,11,11000,0
1,7,713,2,304,70158,305,1,1,19,8000,0
1,7,713,2,304,70158,305,2,2,11,13000,0
1,7,713,2,304,70158,306,1,2,3,250,0
1,7,713,2,304,70159,303,1,1,5,1000,0
1,7,713,2,304,70159,304,1,4,6,6000,0
1,7,713,2,304,70159,304,2,1,10,8000,0
1,7,713,2,304,70159,305,1,1,10,5000,0
1,7,713,2,304,70159,305,2,4,6,4000,0
1,7,713,2,304,70159,306,1,2,4,500,0
1,7,713,2,304,70159,334,1,2,2,900,0
1,7,713,2,304,70160,303,1,3,2,2000,0
1,7,713,2,304,70160,304,1,3,2,18000,0
1,7,713,2,304,70160,304,2,2,13,6000,0
1,7,713,2,304,70160,305,1,2,13,10000,0
1,7,713,2,304,70160,305,2,3,2,19000,0
1,7,713,2,304,70160,306,1,2,5,4000,0
1,7,713,2,304,70160,306,2,2,3,1000,0
1,7,713,2,304,70160,320,1,3,5,10000,0
1,7,713,2,304,70160,321,1,3,4,2500,0
1,7,713,2,304,70160,322,1,3,6,2000,0
1,7,713,2,304,70160,326,1,3,5,1000,0
1,7,713,2,304,70160,327,1,3,7,10000,0
1,7,713,2,304,70160,327,2,5,5,8000,0
1,7,713,2,304,70160,329,1,3,7,3000,0
1,7,713,2,304,70160,329,2,5,5,4000,0
1,7,713,2,304,70160,332,1,3,3,5000,0
1,7,713,2,304,70160,332,2,5,2,4000,0
1,7,713,2,304,70160,332,3,6,1,3500,0
1,7,713,2,304,70160,334,1,2,4,1300,0
2,8,813,2,2094,80002,302,1,1,10,3000,0
2,8,813,2,2094,80002,304,1,1,6,11000,0
2,8,813,2,2094,80002,304,2,2,4,8000,0
2,8,813,2,2094,80002,305,1,1,6,4000,0
2,8,813,2,2094,80002,306,1,1,0,400,0
2,8,813,2,2094,80002,306,2,1,0,500,0
2,8,813,2,2094,80002,320,1,1,2,8000,0
2,8,813,2,2094,80002,322,1,1,1,400,0
2,8,813,2,2094,80002,326,1,1,2,1200,0
2,8,813,2,2094,80002,327,1,1,5,14000,0
2,8,813,2,2094,80003,304,1,1,13,7000,0
2,8,813,2,2094,80003,305,1,1,13,3000,0
2,8,813,2,2094,80003,307,1,1,5,7500,0
2,8,813,2,2094,80003,320,1,1,3,5000,0
2,8,813,2,2094,80003,321,1,1,0,3000,0
2,8,813,2,2094,80003,322,1,1,0,300,0
2,8,813,2,2094,80003,327,1,1,2,12000,0
2,8,813,2,2094,80003,329,1,1,3,2500,0
2,8,813,2,2094,80004,302,1,1,8,12000,0
2,8,813,2,2094,80004,303,1,1,7,5000,0
2,8,813,2,2094,80004,304,1,2,8,15000,0
2,8,813,2,2094,80004,304,2,2,8,8000,0
2,8,813,2,2094,80004,305,1,2,7,12000,0
2,8,813,2,2094,80004,305,2,2,8,12000,0
2,8,813,2,2094,80004,306,1,1,3,500,0
2,8,813,2,2094,80004,306,2,7,3,500,0
2,8,813,2,2094,80004,307,1,2,5,5000,0
2,8,813,2,2094,80004,312,1,2,8,10000,0
2,8,813,2,2094,80004,319,1,1,4,350000,0
2,8,813,2,2094,80004,321,1,1,3,2000,0
2,8,813,2,2094,80004,322,1,1,2,800,0
2,8,813,2,2094,80004,327,1,1,7,7000,0
2,8,813,2,2094,80004,329,1,1,6,2500,0
2,8,813,2,2094,80004,332,1,2,2,3500,0
2,8,813,2,2094,80004,332,2,4,2,4000,0
2,8,813,2,2094,80004,332,3,1,3,4000,0
2,8,813,2,2094,80004,332,4,3,2,3000,0
2,8,813,2,2094,80005,302,1,1,7,10000,0
2,8,813,2,2094,80005,304,1,1,5,10000,0
2,8,813,2,2094,80005,304,2,1,5,10000,0
2,8,813,2,2094,80005,304,3,1,5,6000,0
2,8,813,2,2094,80005,304,4,4,3,15000,0
2,8,813,2,2094,80005,304,5,2,15,7000,0
2,8,813,2,2094,80005,305,1,1,7,8000,0
2,8,813,2,2094,80005,305,2,1,15,12000,0
2,8,813,2,2094,80005,305,3,1,10,7000,0
2,8,813,2,2094,80005,305,4,2,15,10000,0
2,8,813,2,2094,80005,312,1,1,8,30000,0
2,8,813,2,2094,80005,318,1,1,6,3000,0
2,8,813,2,2094,80005,322,1,1,6,7000,0
2,8,813,2,2094,80005,327,1,1,6,2000,0
2,8,813,2,2094,80005,329,1,1,6,15000,0
2,8,813,2,2094,80005,330,1,1,7,3000,0
2,8,813,2,2094,80005,332,1,2,5,2000,0
2,8,813,2,2094,80005,332,2,2,8,3000,0
2,8,813,2,2094,80005,332,3,4,2,2000,0
2,8,813,2,2094,80005,332,4,3,3,2000,0
2,8,813,2,2094,80006,301,1,1,10,15000,0
2,8,813,2,2094,80006,302,1,1,8,5000,0
2,8,813,2,2094,80006,303,1,2,8,2000,0
2,8,813,2,2094,80006,304,1,2,8,14000,0
2,8,813,2,2094,80006,304,2,2,7,14000,0
2,8,813,2,2094,80006,305,1,2,7,20000,0
2,8,813,2,2094,80006,305,2,2,7,16000,0
2,8,813,2,2094,80006,306,1,1,3,500,0
2,8,813,2,2094,80006,306,2,1,7,500,0
2,8,813,2,2094,80006,306,3,1,7,500,0
2,8,813,2,2094,80006,311,1,2,2,800,0
2,8,813,2,2094,80006,319,1,1,4,300000,0
2,8,813,2,2094,80006,320,1,1,2,6000,0
2,8,813,2,2094,80006,321,1,1,8,3000,0
2,8,813,2,2094,80006,321,2,1,8,2000,0
2,8,813,2,2094,80006,322,1,1,5,5000,0
2,8,813,2,2094,80006,322,2,1,6,3500,0
2,8,813,2,2094,80006,324,1,1,2,700,0
2,8,813,2,2094,80006,326,1,1,5,2000,0
2,8,813,2,2094,80006,327,1,1,8,13000,0
2,8,813,2,2094,80006,329,1,1,8,3000,0
2,8,813,2,2094,80007,304,1,1,20,10000,0
2,8,813,2,2094,80007,305,1,1,20,9000,0
2,8,813,2,2094,80007,305,2,2,8,7000,0
2,8,813,2,2094,80007,306,1,1,0,500,0
2,8,813,2,2094,80007,306,2,1,0,800,0
2,8,813,2,2094,80007,306,3,2,0,300,0
2,8,813,2,2094,80007,306,4,2,0,300,0
2,8,813,2,2094,80007,306,5,1,0,500,0
2,8,813,2,2094,80007,306,6,2,0,300,0
2,8,813,2,2094,80007,332,1,1,1,4000,0
2,8,813,2,2094,80008,304,1,2,0,15000,0
2,8,813,2,2094,80008,305,1,2,0,25000,0
2,8,813,2,2094,80008,306,1,1,2,3000,0
2,8,813,2,2094,80008,306,2,2,0,300,0
2,8,813,2,2094,80008,327,1,1,3,18000,0
2,8,813,2,2094,80008,329,1,1,3,4000,0
2,8,813,2,2094,80008,330,1,1,2,14000,0
2,8,813,2,2094,80008,332,1,1,0,4000,0
2,8,813,2,2094,80009,304,1,1,5,15000,0
2,8,813,2,2094,80009,305,1,1,5,10000,0
2,8,813,2,2094,80009,320,1,1,4,5000,0
2,8,813,2,2094,80009,321,1,1,3,4000,0
2,8,813,2,2094,80009,327,1,1,7,20000,0
2,8,813,2,2094,80009,329,1,1,7,3000,0
2,8,813,2,2094,80009,332,1,1,2,5000,0
2,8,821,1,5062,80021,302,1,1,6,20000,0
2,8,821,1,5062,80021,303,1,1,6,5000,0
2,8,821,1,5062,80021,304,1,1,6,10000,0
2,8,821,1,5062,80021,305,1,1,6,6000,0
2,8,821,1,5062,80021,306,1,1,2,200,0
2,8,821,1,5062,80021,306,2,1,2,300,0
2,8,821,1,5062,80021,306,3,1,2,200,0
2,8,821,1,5062,80021,307,1,1,5,10000,0
2,8,821,1,5062,80021,311,1,1,3,600,0
2,8,821,1,5062,80021,311,2,1,3,600,0
2,8,821,1,5062,80021,312,1,1,4,10000,0
2,8,821,1,5062,80021,321,1,1,2,1200,0
2,8,821,1,5062,80021,322,1,1,1,1000,0
2,8,821,1,5062,80021,326,1,1,2,1000,0
2,8,821,1,5062,80021,327,1,1,3,2000,0
2,8,821,1,5062,80021,329,1,1,3,2000,0
2,8,821,1,5062,80021,332,1,1,2,4000,0
2,8,821,1,5062,80021,332,2,2,2,4000,0
2,8,821,1,5062,80022,304,1,2,15,4500,0
2,8,821,1,5062,80022,305,1,2,15,2000,0
2,8,821,1,5062,80022,306,1,2,2,250,0
2,8,821,1,5062,80022,306,2,3,5,1000,0
2,8,821,1,5062,80022,306,3,4,4,200,0
2,8,821,1,5062,80022,306,4,2,3,250,0
2,8,821,1,5062,80023,304,1,9,10,8500,0
2,8,821,1,5062,80023,304,2,98,5,4000,0
2,8,821,1,5062,80023,304,3,98,4,5000,0
2,8,821,1,5062,80023,304,4,2,12,4000,0
2,8,821,1,5062,80023,304,5,17,6,10000,0
2,8,821,1,5062,80023,305,1,9,10,12000,0
2,8,821,1,5062,80023,305,2,2,12,15000,0
2,8,821,1,5062,80023,305,3,17,8,13000,0
2,8,821,1,5062,80023,306,1,98,3,300,0
2,8,821,1,5062,80023,306,2,98,4,150,0
2,8,821,1,5062,80023,306,3,98,2,350,0
2,8,821,1,5062,80023,306,4,98,5,400,0
2,8,821,1,5062,80023,320,1,98,3,10000,0
2,8,821,1,5062,80023,321,1,2,6,1000,0
2,8,821,1,5062,80023,321,2,9,4,2000,0
2,8,821,1,5062,80023,322,1,3,3,1000,0
2,8,821,1,5062,80023,322,2,3,3,800,0
2,8,821,1,5062,80023,327,1,98,5,5000,0
2,8,821,1,5062,80023,329,1,98,5,3000,0
2,8,821,1,5062,80023,332,1,3,3,1500,0
2,8,821,1,5062,80023,332,2,17,1,2000,0
2,8,821,1,5062,80023,332,3,2,5,1000,0
2,8,821,1,5062,80023,332,4,9,1,2500,0
2,8,821,1,5062,80024,303,1,1,4,2500,0
2,8,821,1,5062,80024,304,1,1,1,2500,0
2,8,821,1,5062,80024,305,1,1,3,18000,0
2,8,821,1,5062,80024,311,1,1,2,750,0
2,8,821,1,5062,80024,321,1,1,2,1500,0
2,8,821,1,5062,80024,322,1,1,3,800,0
2,8,821,1,5062,80024,326,1,1,1,1600,0
2,8,821,1,5062,80024,327,1,5,5,10000,0
2,8,821,1,5062,80024,329,1,2,5,2000,0
2,8,821,1,5062,80024,332,1,1,2,2500,0
2,8,821,1,5062,80025,304,1,1,6,5000,0
2,8,821,1,5062,80025,304,2,2,5,20000,0
2,8,821,1,5062,80025,304,3,9,9,10000,0
2,8,821,1,5062,80025,305,1,2,5,12000,0
2,8,821,1,5062,80025,305,2,1,7,6000,0
2,8,821,1,5062,80025,306,1,1,2,500,0
2,8,821,1,5062,80025,306,2,1,4,3500,0
2,8,821,1,5062,80025,306,3,1,6,2000,0
2,8,821,1,5062,80025,307,1,2,7,20000,0
2,8,821,1,5062,80025,321,1,1,10,5000,0
2,8,821,1,5062,80025,321,2,1,10,3000,0
2,8,821,1,5062,80025,322,1,1,10,7000,0
2,8,821,1,5062,80025,322,2,1,2,1000,0
2,8,821,1,5062,80025,326,1,1,6,2000,0
2,8,821,1,5062,80025,327,1,1,5,15000,0
2,8,821,1,5062,80025,332,1,9,2,7000,0
2,8,821,1,5062,80025,332,2,1,2,15000,0
2,8,821,1,5062,80025,332,3,2,2,7000,0
2,8,821,1,5062,80026,304,1,1,10,26000,0
2,8,821,1,5062,80026,304,2,1,10,20000,0
2,8,821,1,5062,80026,304,3,2,6,15000,0
2,8,821,1,5062,80026,305,1,2,7,10000,0
2,8,821,1,5062,80026,305,2,1,4,8000,0
2,8,821,1,5062,80026,305,3,1,6,6000,0
2,8,821,1,5062,80026,306,1,2,2,2500,0
2,8,821,1,5062,80026,306,2,2,2,2500,0
2,8,821,1,5062,80026,306,3,2,4,5000,0
2,8,821,1,5062,80026,321,1,2,4,5000,0
2,8,821,1,5062,80026,321,2,1,2,2000,0
2,8,821,1,5062,80026,322,1,1,6,4000,0
2,8,821,1,5062,80026,322,2,1,6,2500,0
2,8,821,1,5062,80026,326,1,1,10,15000,0
2,8,821,1,5062,80026,327,1,1,10,15000,0
2,8,821,1,5062,80026,332,1,2,2,6000,0
2,8,821,1,5062,80026,332,2,1,2,10000,0
2,8,821,1,5062,80026,332,3,1,1,8000,0
2,8,821,1,5062,80026,332,4,2,2,7000,0
2,8,821,1,5062,80027,303,1,2,7,2000,0
2,8,821,1,5062,80027,304,1,2,7,12000,0
2,8,821,1,5062,80027,305,1,2,7,12000,0
2,8,821,1,5062,80027,306,1,1,1,200,0
2,8,821,1,5062,80027,307,1,1,2,8000,0
2,8,821,1,5062,80027,311,1,1,2,800,0
2,8,821,1,5062,80027,312,1,1,2,13000,0
2,8,821,1,5062,80027,320,1,1,2,8000,0
2,8,821,1,5062,80027,321,1,1,1,1000,0
2,8,821,1,5062,80027,322,1,1,1,500,0
2,8,821,1,5062,80027,326,1,1,1,1200,0
2,8,821,1,5062,80027,327,1,1,3,9800,0
2,8,821,1,5062,80027,329,1,1,3,2000,0
2,8,821,1,5062,80027,332,1,1,2,6000,0
2,8,821,1,5062,80028,302,1,1,10,5000,0
2,8,821,1,5062,80028,304,1,1,6,20000,0
2,8,821,1,5062,80028,304,2,2,4,15000,0
2,8,821,1,5062,80028,305,1,10,6,25000,0
2,8,821,1,5062,80028,306,1,2,4,3500,0
